name,slug,description,tier,actions
Brainiac™ Mirror Neuron Amplifier,brainiac-mirror-neuron-amplifier,"<i>""Trade hope for unwavering charisma surge.""</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Prescence Roll or Saving Throw</p>",Tier 3,"{'ThajoBm3XKDFcpn0': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Trade hope for unwavering charisma surge.""</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Prescence Roll or Saving Throw', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Brainiac™ Mirror Neuron Amplifier', 'img': 'modules/cybermancy/assets/icons/cybernetics/brainiac-mirror-neuron-amplifier.webp', 'range': '', '_id': 'ThajoBm3XKDFcpn0', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Brainiac™ Skilz,brainiac-skilz,"<i>""Unlock hidden worlds with neural flair.""</i><br /><br /><p class=""Card-Feature"">Gain 1 Experience slot and fill it in with a new Experience (GM discretion).  As a downtime activity, spend 1 Mega to change the Experience<br /><br /> Requires Brainiac™ Base Unit.</p>",Tier 3,"{'o1PbWaf8uHWnuVz0': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Unlock hidden worlds with neural flair.""</i><br><br><p class=""Card-Feature"">Gain 1 Experience slot and fill it in with a new Experience (GM discretion).  As a downtime activity, spend 1 Mega to change the Experience<br><br> Requires Brainiac™ Base Unit.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Brainiac™ Skilz', 'img': 'modules/cybermancy/assets/icons/cybernetics/brainiac-skilz.webp', 'range': '', '_id': 'o1PbWaf8uHWnuVz0', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Cognitive Filter Array,cognitive-filter-array,"<i>Stress for clarity; mind transcends chaos.</i><br /><br /><p class=""Card-Feature"">Once per rest, <strong>Mark 1 Stress</strong> to negate 1 source of disadvantage for cognitive functions (those affecting Knowledge, Instinct, or Presence</p>",Tier 3,"{'L0gEd0EVYa7VwZlA': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Stress for clarity; mind transcends chaos.</i><br><br><p class=""Card-Feature"">Once per rest, <strong>Mark 1 Stress</strong> to negate 1 source of disadvantage for cognitive functions (those affecting Knowledge, Instinct, or Presence', 'chatDisplay': True, 'actionType': 'reaction', 'cost': [{'key': 'stress', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Cognitive Filter Array', 'img': 'modules/cybermancy/assets/icons/cybernetics/cognitive-filter-array.webp', 'range': '', '_id': 'L0gEd0EVYa7VwZlA', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Combat Reflex Core,combat-reflex-core,"<i>""Forge your wrath; precision unfolds.""</i><br /><br /><p class=""Card-Feature"">+2 to all Attacks made by a Melee weapon.</p>",Tier 3,"{'eAzLmin3VYIjdBuY': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Forge your wrath; precision unfolds.""</i><br><br><p class=""Card-Feature"">+2 to all Attacks made by a Melee weapon.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Combat Reflex Core', 'img': 'modules/cybermancy/assets/icons/cybernetics/combat-reflex-core.webp', 'range': '', '_id': 'eAzLmin3VYIjdBuY', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Dermal Plating Mk.III,dermal-plating-mk-iii,"<i>""Fortify flesh; embrace hidden resilience.""</i><br /><br /><p class=""Card-Feature"">Gain +3 Armor Slot. You can only have 1 Dermal Plating enhancement, but they can be upgraded.</p>",Tier 3,"{'Dermal Plating Mk': {'III': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Fortify flesh; embrace hidden resilience.""</i><br><br><p class=""Card-Feature"">Gain +3 Armor Slot. You can only have 1 Dermal Plating enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Dermal Plating Mk.III', 'img': 'modules/cybermancy/assets/icons/cybernetics/dermal-plating-mk.iii.webp', 'range': '', '_id': 'Ot4eKQRNCTTux0fa'}}}"
DreamWeaver Chip,dreamweaver-chip,"<i>""Dream deeper, recharge beyond limits.""</i><br /><br /><p class=""Card-Feature"">Gain one additional long rest downtime action</p>",Tier 3,"{'gyAouGNVrBv89PAT': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Dream deeper, recharge beyond limits.""</i><br><br><p class=""Card-Feature"">Gain one additional long rest downtime action', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'DreamWeaver Chip', 'img': 'modules/cybermancy/assets/icons/cybernetics/dreamweaver-chip.webp', 'range': '', '_id': 'gyAouGNVrBv89PAT', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Endosteel Frame,endosteel-frame,"<i>Hope-fueled shield: halve your harm.</i><br /><br /><p class=""Card-Feature"">Once per long rest, <strong>Spend 2 Hope</strong> to place 2 tokens on this card. <br /><br />As a Reaction, you can remove one token to negate a source of Physical damage by half.</p>",Tier 3,"{'GewwLNh7SrzQU4l3': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Hope-fueled shield: halve your harm.</i><br><br><p class=""Card-Feature"">Once per long rest, <strong>Spend 2 Hope</strong> to place 2 tokens on this card. <br><br>As a Reaction, you can remove one token to negate a source of Physical damage by half.', 'chatDisplay': True, 'actionType': 'reaction', 'cost': [{'key': 'hope', 'value': 2, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Endosteel Frame', 'img': 'modules/cybermancy/assets/icons/cybernetics/endosteel-frame.webp', 'range': '', '_id': 'GewwLNh7SrzQU4l3', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Feline Feet Mk.III,feline-feet-mk-iii,"<i>Agility redefined, leap beyond limits.</i><br /><br /><p class=""Card-Feature"">Before rolling an Agility check for an action or reaction, <strong>Spend 3 Hope</strong> to gain +6 on that roll.  You can only have 1 Feline Feet enhancement, but they can be upgraded.</p>",Tier 3,"{'Feline Feet Mk': {'III': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Agility redefined, leap beyond limits.</i><br><br><p class=""Card-Feature"">Before rolling an Agility check for an action or reaction, <strong>Spend 3 Hope</strong> to gain +6 on that roll.  You can only have 1 Feline Feet enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 3, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Feline Feet Mk.III', 'img': 'modules/cybermancy/assets/icons/cybernetics/feline-feet-mk.iii.webp', 'range': '', '_id': 'P2OsLWt1hMjX6vd2'}}}"
Gorilla Arms Mk.III,gorilla-arms-mk-iii,"<i>""Unleash the steel within; crush with precision.""</i><br /><br /><p class=""Card-Feature"">After a successful attack roll with a melee weapon that does physical damage, <strong>Spend 1 Hope</strong> per proficiency level to add +d8 of damage. You can only have 1 Gorilla Arms enhancement, but they can be upgraded.</p>",Tier 3,"{'Gorilla Arms Mk': {'III': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Unleash the steel within; crush with precision.""</i><br><br><p class=""Card-Feature"">After a successful attack roll with a melee weapon that does physical damage, <strong>Spend 1 Hope</strong> per proficiency level to add +d8 of damage. You can only have 1 Gorilla Arms enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Gorilla Arms Mk.III', 'img': 'modules/cybermancy/assets/icons/cybernetics/gorilla-arms-mk.iii.webp', 'range': '', '_id': 'wBXGXTHNsJnnjBXL'}}}"
Neuro-Spinal Load Balancer,neuro-spinal-load-balancer,"<i>""Fortify Essence; transmute fear to vapor.""</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to Mark 2 Armor slots and entirely prevent the damage from 1 attack</p>",Tier 3,"{'G0HKdoL3NXCTebkA': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Fortify Essence; transmute fear to vapor.""</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to Mark 2 Armor slots and entirely prevent the damage from 1 attack', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Neuro-Spinal Load Balancer', 'img': 'modules/cybermancy/assets/icons/cybernetics/neuro-spinal-load-balancer.webp', 'range': '', '_id': 'G0HKdoL3NXCTebkA', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Phase Interference Skin,phase-interference-skin,"<i>""Aegis of Hope: Armor for the Soul.""</i><br /><br /><p class=""Card-Feature"">Once per long rest, <strong>Spend 2 Hope</strong> to place 2 tokens on this card. <br /><br />As a Reaction, you can remove one token to reduce a source of Magical damage by half</p>",Tier 3,"{'rjZWB4BENZHvbnxM': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Aegis of Hope: Armor for the Soul.""</i><br><br><p class=""Card-Feature"">Once per long rest, <strong>Spend 2 Hope</strong> to place 2 tokens on this card. <br><br>As a Reaction, you can remove one token to reduce a source of Magical damage by half', 'chatDisplay': True, 'actionType': 'reaction', 'cost': [{'key': 'hope', 'value': 2, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Phase Interference Skin', 'img': 'modules/cybermancy/assets/icons/cybernetics/phase-interference-skin.webp', 'range': '', '_id': 'rjZWB4BENZHvbnxM', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Reflex Loop Accelerator,reflex-loop-accelerator,"<i>Unleash potential, where stress births success.</i><br /><br /><p class=""Card-Feature"">Once per rest, <strong>Mark 1 Stress</strong> to make your Hope die a d20 for 1 attack roll</p>",Tier 3,"{'InNUW1RpSEa6AVXV': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Unleash potential, where stress births success.</i><br><br><p class=""Card-Feature"">Once per rest, <strong>Mark 1 Stress</strong> to make your Hope die a d20 for 1 attack roll', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'stress', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Reflex Loop Accelerator', 'img': 'modules/cybermancy/assets/icons/cybernetics/reflex-loop-accelerator.webp', 'range': '', '_id': 'InNUW1RpSEa6AVXV', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Regenerative Stemware,regenerative-stemware,"<i>""Restore, rejuvenate: your timeless touchpoint.""</i><br /><br /><p class=""Card-Feature"">Gain an additional short rest downtime action that can only be used to heal a Hit Point</p>",Tier 3,"{'7etUtdDcLYWxicPK': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Restore, rejuvenate: your timeless touchpoint.""</i><br><br><p class=""Card-Feature"">Gain an additional short rest downtime action that can only be used to heal a Hit Point', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Regenerative Stemware', 'img': 'modules/cybermancy/assets/icons/cybernetics/regenerative-stemware.webp', 'range': '', '_id': '7etUtdDcLYWxicPK', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
REM Compression Routine,rem-compression-routine,"<i>""Crave rest? Double the dream.""</i><br /><br /><p class=""Card-Feature"">During a long rest, gain one additional short rest downtime action</p>",Tier 3,"{'o8DCJB3s2yjVTEfI': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Crave rest? Double the dream.""</i><br><br><p class=""Card-Feature"">During a long rest, gain one additional short rest downtime action', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'REM Compression Routine', 'img': 'modules/cybermancy/assets/icons/cybernetics/rem-compression-routine.webp', 'range': '', '_id': 'o8DCJB3s2yjVTEfI', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
SkillJack Neural Matrix,skilljack-neural-matrix,"<i>Elevate potential; risk-draped enhancement awaits.</i><br /><br /><p class=""Card-Feature"">Once per scene, <strong>Spend 2 Hope</strong> to increase your Proficiency level for 1 action or reaction</p>",Tier 3,"{'7nkZYZQc7aujaHFc': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Elevate potential; risk-draped enhancement awaits.</i><br><br><p class=""Card-Feature"">Once per scene, <strong>Spend 2 Hope</strong> to increase your Proficiency level for 1 action or reaction', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 2, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'SkillJack Neural Matrix', 'img': 'modules/cybermancy/assets/icons/cybernetics/skilljack-neural-matrix.webp', 'range': '', '_id': '7nkZYZQc7aujaHFc', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
SmartLink™ Headshot,smartlink-headshot,"<i>""Unleash precision, elevate impact.""</i><br /><br /><p class=""Card-Feature"">When firing a SmartLink™ enabled weapon, <strong>Mark 1 Stress</strong> to increase all damage die rolled by 1 die increment (e.g. from d4 to d6).  <br /><br />Requires the SmartLink™ CPU implant</p>",Tier 3,"{'zMTSPf3NkHzRRApj': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Unleash precision, elevate impact.""</i><br><br><p class=""Card-Feature"">When firing a SmartLink™ enabled weapon, <strong>Mark 1 Stress</strong> to increase all damage die rolled by 1 die increment (e.g. from d4 to d6).  <br><br>Requires the SmartLink™ CPU implant', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'stress', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'SmartLink™ Headshot', 'img': 'modules/cybermancy/assets/icons/cybernetics/smartlink-headshot.webp', 'range': '', '_id': 'zMTSPf3NkHzRRApj', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
SmartLink™ Weapon Mount,smartlink-weapon-mount,"<i>""Precision reborn, elevate your lethal art.""</i><br /><br /><p class=""Card-Feature"">+3 to all Attacks made by a SmartLink™ weapon. <br /><br />Requires SmartLink™ CPU implant</p>",Tier 3,"{'yw9xACc4YD5GdyI3': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Precision reborn, elevate your lethal art.""</i><br><br><p class=""Card-Feature"">+3 to all Attacks made by a SmartLink™ weapon. <br><br>Requires SmartLink™ CPU implant', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'SmartLink™ Weapon Mount', 'img': 'modules/cybermancy/assets/icons/cybernetics/smartlink-weapon-mount.webp', 'range': '', '_id': 'yw9xACc4YD5GdyI3', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Subdermal weave Mk.III,subdermal-weave-mk-iii,"<i>""Endure battle's storm with woven resilience.""</i><br /><br /><p class=""Card-Feature"">Gain +3/+3 to Major / Severe damage thresholds. You can only have 1 Subdermal weave enhancement, but they can be upgraded.</p>",Tier 3,"{'Subdermal weave Mk': {'III': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Endure battle\'s storm with woven resilience.""</i><br><br><p class=""Card-Feature"">Gain +3/+3 to Major / Severe damage thresholds. You can only have 1 Subdermal weave enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Subdermal weave Mk.III', 'img': 'modules/cybermancy/assets/icons/cybernetics/subdermal-weave-mk.iii.webp', 'range': '', '_id': 'cb8HJwrkiDn8t5vT'}}}"
Trauma Suppression Cortex,trauma-suppression-cortex,"<i>Hope's Shield: Defy damage, embrace resilience.</i><br /><br /><p class=""Card-Feature"">Once per scene, <strong>Spend 3 Hope</strong> to prevent Marking up to 3 Stress caused by damage from an external source (cannot be used to prevent Marking Stress from an action or reaction of your choice)</p>",Tier 3,"{'a8iIVKbawpBvoJYe': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Hope\'s Shield: Defy damage, embrace resilience.</i><br><br><p class=""Card-Feature"">Once per scene, <strong>Spend 3 Hope</strong> to prevent Marking up to 3 Stress caused by damage from an external source (cannot be used to prevent Marking Stress from an action or reaction of your choice)', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 2, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Trauma Suppression Cortex', 'img': 'modules/cybermancy/assets/icons/cybernetics/trauma-suppression-cortex.webp', 'range': '', '_id': 'a8iIVKbawpBvoJYe', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Dermal Plating Mk.IV,dermal-plating-mk-iv,"<i>Unyielding shield, elegance beneath the skin.</i><br /><br /><p class=""Card-Feature"">Gain +4 Armor Slot. You can only have 1 Dermal Plating enhancement, but they can be upgraded.</p>",Tier 4,"{'Dermal Plating Mk': {'IV': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Unyielding shield, elegance beneath the skin.</i><br><br><p class=""Card-Feature"">Gain +4 Armor Slot. You can only have 1 Dermal Plating enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Dermal Plating Mk.IV', 'img': 'modules/cybermancy/assets/icons/cybernetics/dermal-plating-mk.iv.webp', 'range': '', '_id': 'Y65dMxolJ1ifL2SH'}}}"
Elite Nanite Trauma Mesh,elite-nanite-trauma-mesh,"<i>""Defy Fate, Preserve with Precision.""</i><br /><br /><p class=""Card-Feature"">Once per long rest, as a Reaction, entirely prevent the damage from 1 attack that would cause a Severe Wound</p>",Tier 4,"{'2qZ4lE2ie0kQNToU': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Defy Fate, Preserve with Precision.""</i><br><br><p class=""Card-Feature"">Once per long rest, as a Reaction, entirely prevent the damage from 1 attack that would cause a Severe Wound', 'chatDisplay': True, 'actionType': 'reaction', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Elite Nanite Trauma Mesh', 'img': 'modules/cybermancy/assets/icons/cybernetics/elite-nanite-trauma-mesh.webp', 'range': '', '_id': '2qZ4lE2ie0kQNToU', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Feline Feet Mk.IV,feline-feet-mk-iv,"<i>""Prowess purchased: grace in every gamble.""</i><br /><br /><p class=""Card-Feature"">Once per rest, before rolling an Agility check for an act ion or reaction, <strong>Spend 3 Hope</strong> to automatically succeed on that roll.  You can only have 1 Feline Feet enhancement, but they can be upgraded.</p>",Tier 4,"{'Feline Feet Mk': {'IV': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Prowess purchased: grace in every gamble.""</i><br><br><p class=""Card-Feature"">Once per rest, before rolling an Agility check for an act ion or reaction, <strong>Spend 3 Hope</strong> to automatically succeed on that roll.  You can only have 1 Feline Feet enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 3, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Feline Feet Mk.IV', 'img': 'modules/cybermancy/assets/icons/cybernetics/feline-feet-mk.iv.webp', 'range': '', '_id': 'x3Cx0kWgTqnrFBhu'}}}"
Kinetic Absorber Matrix,kinetic-absorber-matrix,"<i>""Fortify your flesh: hope, tokenized resilience.""</i><br /><br /><p class=""Card-Feature"">Once per long rest, <strong>Spend 3 Hope</strong> to place 3 tokens on this card. <br /><br />As a Reaction, you can remove one token to negate a source of Physical damage.</p>",Tier 4,"{'IApLuZY3dKDeGBSM': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Fortify your flesh: hope, tokenized resilience.""</i><br><br><p class=""Card-Feature"">Once per long rest, <strong>Spend 3 Hope</strong> to place 3 tokens on this card. <br><br>As a Reaction, you can remove one token to negate a source of Physical damage.', 'chatDisplay': True, 'actionType': 'reaction', 'cost': [{'key': 'hope', 'value': 3, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Kinetic Absorber Matrix', 'img': 'modules/cybermancy/assets/icons/cybernetics/kinetic-absorber-matrix.webp', 'range': '', '_id': 'IApLuZY3dKDeGBSM', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Modular Hardpoint Interface,modular-hardpoint-interface,"<i>""Enhance potential, expand your digital domain.""</i><br /><br /><p class=""Card-Feature"">Increase the number of Domain Cards in your load out by 1 permenantly.</p>",Tier 4,"{'O52S8k0rJHndIRAu': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Enhance potential, expand your digital domain.""</i><br><br><p class=""Card-Feature"">Increase the number of Domain Cards in your load out by 1 permenantly.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Modular Hardpoint Interface', 'img': 'modules/cybermancy/assets/icons/cybernetics/modular-hardpoint-interface.webp', 'range': '', '_id': 'O52S8k0rJHndIRAu', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Neural Firewall,neural-firewall,"<i>Turn despair to dust with hidden grace.</i><br /><br /><p class=""Card-Feature"">Once per scene, Spend 1, 2, or 3 Hope to prevent Marking up to 1, 2, or 3 Stress caused by damage from an external source (cannot be used to prevent Marking Stress from an action or reaction of your choice)</p>",Tier 4,"{'8BusWrY83JADpMhw': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Turn despair to dust with hidden grace.</i><br><br><p class=""Card-Feature"">Once per scene, Spend 1, 2, or 3 Hope to prevent Marking up to 1, 2, or 3 Stress caused by damage from an external source (cannot be used to prevent Marking Stress from an action or reaction of your choice)', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Neural Firewall', 'img': 'modules/cybermancy/assets/icons/cybernetics/neural-firewall.webp', 'range': '', '_id': '8BusWrY83JADpMhw', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Subdermal weave Mk.IV,subdermal-weave-mk-iv,"<i>""Master the battlefield with unyielding resilience.""</i><br /><br /><p class=""Card-Feature"">Gain +4/+4 to Major / Severe damage thresholds. You can only have 1 Subdermal weave enhancement, but they can be upgraded.</p>",Tier 4,"{'Subdermal weave Mk': {'IV': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Master the battlefield with unyielding resilience.""</i><br><br><p class=""Card-Feature"">Gain +4/+4 to Major / Severe damage thresholds. You can only have 1 Subdermal weave enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Subdermal weave Mk.IV', 'img': 'modules/cybermancy/assets/icons/cybernetics/subdermal-weave-mk.iv.webp', 'range': '', '_id': 'Z12BgOaU8nYV5RCB'}}}"
Thaumic Nullifier Implant,thaumic-nullifier-implant,"<i>Hope-crafted aegis against magical harm.</i><br /><br /><p class=""Card-Feature"">Once per long rest, <strong>Spend 3 Hope</strong> to place 3 tokens on this card.  <br /><br />As a Reaction, you can remove one token to negate a source of Magical damage.</p>",Tier 4,"{'c186ANkPpTFMLmd3': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Hope-crafted aegis against magical harm.</i><br><br><p class=""Card-Feature"">Once per long rest, <strong>Spend 3 Hope</strong> to place 3 tokens on this card.  <br><br>As a Reaction, you can remove one token to negate a source of Magical damage.', 'chatDisplay': True, 'actionType': 'reaction', 'cost': [{'key': 'hope', 'value': 3, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Thaumic Nullifier Implant', 'img': 'modules/cybermancy/assets/icons/cybernetics/thaumic-nullifier-implant.webp', 'range': '', '_id': 'c186ANkPpTFMLmd3', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
