category,action_identifier,action_name,action_type,action_description
domaincards,Unleash_Chaos,Replenish Tokens,effect,<p><strong>Mark a Stress</strong> to replenish this card with tokens (up to your Spellcast trait).</p>
domaincards,Valor_Touched,Clear Armor,healing,"<p>When you mark 1 or more Hit Points without marking an Armor Slot, clear an Armor Slot.</p>"
domaincards,Vanishing_Dodge,Vanish,effect,"<p>When an attack made against you that would deal physical damage fails, you can <strong>spend a Hope</strong> to envelop yourself in shadow, becoming <em>Hidden</em> and teleporting to a point within Close range of the attacker. You remain <em>Hidden</em> until the next time you make an action roll.</p><p></p>"
domaincards,Veil_of_Night,Cast,attack,"<p><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none"">Make a </span><span class=""tooltip-convert"" style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial""><strong style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0);"">Spellcast Roll</strong></span><span style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial""> (13)</span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none"">. On a success, you can create a temporary curtain of darkness between two points within </span><span class=""tooltip-convert"" style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial"">Far</span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> range. Only you can see through this darkness. You’re considered </span><span class=""tooltip-convert"" style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial""><em style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0);"">Hidden</em></span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> to adversaries on the other side of the veil, and you have </span><span class=""tooltip-convert"" style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial"">advantage</span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> on attacks you make through the darkness. The veil remains until you cast another spell.</span></p>"
domaincards,Versatile_Fighter,Mark a Stress,effect,"<p class=""Body-Foundation"">You can use a different character trait for an equipped weapon, rather than the trait the weapon calls for.</p><p class=""Body-Foundation"">When you deal damage, you can <strong>mark a Stress</strong> to use the maximum result of one of your damage dice instead of rolling it.</p>"
domaincards,Vicious_Entangle,Cast,attack,"<p>Make a <strong>Spellcast Roll</strong> against a target within Far range. On a success, roots and vines reach out from the ground, dealing <strong>1d8+1</strong> physical damage and temporarily <em>Restraining</em> the target.</p>"
domaincards,Vicious_Entangle,Restrain Another,effect,"<p class=""Body-Foundation"">Additionally on a success, you can <strong>spend a Hope</strong> to temporarily <em>Restrain</em> another adversary within Very Close range of your target.</p>"
domaincards,Vitality,Apply Effect,effect,"<p>Choose from:</p><ul class=""""><li class=""vertical-card-list-found""><p>One Stress slot</p></li><li class=""vertical-card-list-found""><p>One Hit Point slot</p></li><li class=""vertical-card-list-found"">+2 bonus to your damage thresholds</li></ul><p>(The effects are applied disabled. You have to manually enable two of them in your character sheet for now.</p><p></p>"
domaincards,Wall_Walk,Cast,effect,<p><strong>Spend a Hope</strong> to allow a creature you can touch to climb on walls and ceilings as easily as walking on the ground. This lasts until the end of the scene or you cast Wall Walk again.</p>
domaincards,Whirlwind,Spend a Hope,effect,"<p class=""Body-Foundation"">When you make a successful attack against a target within Very Close range, you can <strong>spend a Hope</strong> to use the attack against all other targets within Very Close range. All additional adversaries you succeed against with this ability take half damage.</p><p>@Template[type:emanation|range:vc]</p>"
domaincards,Wild_Fortress,Cast,attack,"<p class=""Body-Foundation"">Make a <strong>Spellcast Roll (13)</strong>. On a success, <strong>spend 2 Hope</strong> to grow a natural barricade in the shape of a dome that you and one ally can take cover within. While inside the dome, a creature can’t be targeted by attacks and can’t make attacks. Attacks made against the dome automatically succeed. The dome has a Major damage threshold of 15 and a Severe damage threshold of 30, and lasts until it marks 3 Hit Points. Place tokens on this card to represent marking Hit Points.</p>"
domaincards,Wild_Surge,Channel Nature,effect,"<p class=""Body-Foundation"">Once per long rest, <strong>mark a Stress</strong> to channel the natural world around you and enhance yourself. Describe how your appearance changes, then place a <strong>d6</strong> on this card with the 1 value facing up.</p><p class=""Body-Foundation"">While the Wild Surge Die is active, you add its value to every action roll you make. After you add its value to a roll, increase the Wild Surge Die’s value by one. When the die’s value would exceed 6 or you take a rest, this form drops and you must <strong>mark an additional Stress</strong>.</p>"
domaincards,Words_of_Discord,Cast,attack,"<p>Whisper words of discord to an adversary within Melee range and make a <strong>Spellcast Roll (13)</strong>. On a success, the target must mark a Stress and make an attack against another adversary instead of against you or your allies.</p><p class=""Body-Foundation"">Once this attack is over, the target realizes what happened. The next time you cast Words of Discord on them, gain a −5 penalty to the Spellcast Roll.</p>"
domaincards,Wrangle,Agility Check,attack,"<p class=""Body-Foundation"">Make an Agility Roll against all targets within Close range.<strong> Spend a Hope</strong> to move targets you succeed against, and any willing allies within Close range, to another point within Close range.</p><p>@Template[type:emanation|range:c]</p>"
domaincards,Zone_of_Protection,Cast,attack,"<p>Make a <strong>Spellcast Roll (16)</strong>. Once per long rest on a success, choose a point within Far range and create a visible zone of protection there for all allies within Very Close range of that point. When you do, place a <strong>d6</strong> on this card with the 1 value facing up. When an ally in this zone takes damage, they reduce it by the die’s value. You then increase the die’s value by one. When the die’s value would exceed 6, this effect ends.</p>"
features,Act_of_Reprisal,Mark Adversary,effect,"<p>When an adversary damages an ally within Melee range, you gain a +1 bonus to your Proficiency for the next successful attack you make against that adversary.</p>"
features,Adaptability,Mark Stress,effect,Plant a precise strike. Mark Stress. Mark 1 Stress
features,Adept,Mark Stress,effect,"<p>When you Utilize an Experience, you can <strong>mark a Stress</strong> instead of spending a Hope. If you do, double your Experience modifier for that roll.</p>"
features,Adrenaline,Apply,effect,"<p>While you're Vulnerable, add your level to your damage rolls.</p>"
features,Agile,Spend Hope,effect,Lash out with a flash of steel. Spend Hope. Spend 1 Hope
features,Apex_Predator,Spend Hope,effect,"<p>Before you make an attack roll against your Focus, you can spend a Hope. On a successful attack, you remove a Fear from the GM’s Fear pool.</p>"
features,Armored_Shell,Retract,effect,"<p><strong>Mark an Armor Slot</strong> to retract into your shell. While in your shell, physical damage is reduced by a number equal to your Armor Score (after applying resistance), but you can’t perform other actions without leaving this form.</p>"
features,Battle_Ritual,Prepare,healing,"<p>Once per long rest, before you attempt something incredibly dangerous or face off against a foe who clearly outmatches you, describe what ritual you perform or preparations you make. When you do, clear 2 Stress and gain 2 Hope.</p>"
features,Beastform,Beastform,beastform,Deliver a clean blow. Beastform. Mark 1 Stress
features,Bird_s_Eye_View,Ask Question,effect,"<p>Once per rest while you are airborne, you can ask the GM a question about the scene below you without needing to roll. The first time a character makes a roll to act on this information, they gain advantage on the roll.</p>"
features,Cannonball,Cannonball,effect,"<p><strong>Mark a Stress</strong> to allow an ally to throw or launch you at an adversary. To do so, the ally makes an attack roll using Agility or Strength (their choice) against a target within Close range. On a success, the adversary takes <strong>d12+2</strong> physical damage using the thrower’s Proficiency.</p>"
features,Cannonball,Spend Hope,effect,<p>You can <strong>spend a Hope</strong> to target an additional adversary within Very Close range of the first. The second target takes half the damage dealt to the first target.</p>
features,Channel_Raw_Power,Channel,effect,"<p>Once per long rest, you can place a domain card from your loadout into your vault and choose to either:</p><ul><li><p>Gain Hope equal to the level of the card.</p></li><li><p>Enhance a spell that deals damage, gaining a bonus to your damage roll equal to twice the level of the card.</p></li></ul>"
features,Charge,Damage,damage,Spin up a burst of speed. Damage. Mark 1 Stress to deal d12 Magical damage
features,Clarity_of_Nature,Clear Stress,healing,"<p>Once per long rest, you can create a space of natural serenity within Close range. When you spend a few minutes resting within the space, clear Stress equal to your Instinct, distributed as you choose between you and your allies.</p>"
features,Comaraderie,Comaraderie,effect,<p>You can initiate a Tag Team Roll one additional time per session.</p>
features,Contacts_Everywhere,Use Feature,effect,"<p>Once per session, you can briefly call on a shady contact. Choose one of the following benefits and describe what brought them here to help you in this moment:</p><ul><li><p>They provide 1 handful of gold, a unique tool, or a mundane object that the situation requires.</p></li><li><p>On your next action roll, their help provides a +3 bonus to the result of your Hope or Fear Die.</p></li><li><p>The next time you deal damage, they snipe from the shadows, adding 2d8 to your damage roll.</p></li></ul>"
features,Danger_Sense,Mark Stress,effect,Plant a precise strike. Mark Stress. Mark 1 Stress to range veryClose
features,Dark_Cloud,SpellCast: Dark Cloud,attack,"<p>Make <strong>a Spellcast Roll (15)</strong>. On a success, create a temporary dark cloud that covers any area within Close range. Anyone in this cloud can’t see outside of it, and anyone outside of it can’t see in. You’re considered Cloaked from any adversary for whom the cloud blocks line of sight.</p><p>@Template[type:emanation|range:c]</p>"
features,Death_Connection,Extract,effect,Spin up a burst of speed. Extract. Mark 1 Stress
features,Dedicated,Use,effect,"<p>Record three sayings or values your upbringing instilled in you. Once per rest, when you describe how you’re embodying one of these principles through your current action, you can roll a d20 as your Hope Die</p>"
features,Defender,Mark Stress,effect,"<p>When you’re in Beastform and an ally within Close range marks 2 or more Hit Points, you can mark a Stress to reduce the number of Hit Points they mark by 1.</p>"
features,Demolish,Attack,attack,<p>Spend a Hope to move up to Far range in a straight line and make an attack against all targets within Melee range of the line. Targets you succeed against take d8+10 physical damage using your Proficiency and are temporarily Vulnerable.</p>
features,Devastating_Strikes,Mark Stress,effect,"<p>When you deal Severe damage to a target within Melee range, you can <strong>mark a Stress</strong> to force them to mark an additional Hit Point.</p>"
features,Elemental_Aura,Air,attack,"<p>When you or an ally takes damage from an attack beyond Melee range, reduce the damage by 1d8.</p>"
features,Elemental_Aura,Earth,effect,"<p>When an adversary marks 1 or more Hit Points, they must also mark a Stress.</p>"
features,Elemental_Aura,Fire,damage,"<p>When an adversary marks 1 or more Hit Points, they must also mark a Stress.</p>"
features,Elemental_Aura,Water,effect,"<p>When an adversary deals damage to you, you can mark a Stress to move them anywhere within Very Close range of where they are.</p>"
features,Elemental_Breath,Attack,attack,"<p>Choose an element for your breath (such as electricity, fire, or ice). You can use this breath against a target or group of targets within Very Close range, treating it as an Instinct weapon that deals <strong>d8</strong> magic damage using your Proficiency.</p>"
features,Elemental_Dominion,Air,effect,<p>You gain a +1 bonus to your Evasion and can fly.</p>
features,Elemental_Dominion,Earth,effect,"<p>When you would mark Hit Points, roll a d6 per Hit Point marked. For each result of 6, reduce the number of Hit Points you mark by 1.</p>"
features,Elemental_Dominion,Fire,effect,<p>You gain a +1 bonus to your Proficiency for attacks and spells that deal damage.</p>
features,Elemental_Dominion,Water,effect,"<p>When an attack against you succeeds, you can mark a Stress to make the attacker temporarily Vulnerable.</p>"
features,Elemental_Incarnation,Air,effect,"<p>You can hover, gaining advantage on Agility Rolls.</p>"
features,Elemental_Incarnation,Earth,effect,<p>Gain a bonus to your damage thresholds equal to your Proficiency.</p>
features,Elemental_Incarnation,Fire,attack,"<p>When an adversary within Melee range deals damage to you, they take @Damage[type:magical|value:1d10].</p>"
features,Elemental_Incarnation,Water,damage,"<p>When you deal damage to an adversary within Melee range, all other adversaries within Very Close range must mark a Stress.</p><p>@Template[type:emanation|range:vc]</p>"
features,Elementalist,Bonus to Damage,effect,"<p>S<strong>pend a Hope</strong> and describe how your control over this element helps an action roll you’re about to make, gain a +3 bonus to the roll’s damage.</p>"
features,Elementalist,Bonus to Roll,effect,"<p>S<strong>pend a Hope</strong> and describe how your control over this element helps an action roll you’re about to make, gain a +2 bonus to the roll.</p>"
features,Eloquent,Use Feature,effect,Channel a surge of will. Use Feature. trigger the effect
features,Elusive_Prey,Mark Stress,attack,Plant a precise strike. Mark Stress. Mark 1 Stress
features,Enchanted_Aid,Swap Dice Results,effect,"<p>Once per long rest, after an ally has made a Spellcast Roll with your help, you can swap the results of their Duality Dice.</p>"
features,Evolution,Beastform,beastform,"<p>Spend 3 Hope to transform into a Beastform without marking a Stress. When you do, choose one trait to raise by +1 until you drop out of that Beastform. </p>"
features,Fearless,Mark Stress,effect,Plant a precise strike. Mark Stress. Mark 2 Stress
features,Feline_Instincts,Spend Hope,effect,Lash out with a flash of steel. Spend Hope. Spend 2 Hope
features,Fleet,Move,effect,<p><strong>Spend a Hope</strong> to move up to Far range without rolling.</p>
features,Frontline_Tank,Spend Hope,healing,<p><strong>Spend 3 Hope</strong> to clear 2 Armor Slots</p>
features,Fungril_Network,Communicate,attack,Slip in a cutting remark. Communicate. trigger the effect
features,Gifted_Performer,Epic Song,effect,<p>Make <strong>a target</strong> within <strong>Close</strong> range temporarily <strong>Vulnerable</strong>.</p>
features,Gifted_Performer,Heartbreaking Song,healing,<p><strong>You and all allies</strong> within <strong>Close</strong> range <strong>gain a Hope</strong>.</p>
features,Gifted_Performer,Relaxing Song,healing,<p><strong>You and all allies</strong> within <strong>Close</strong> range <strong>clear a Hit Point</strong>.</p>
features,Heart_of_a_Poet,Spend Hope,effect,"<p>After you make an action roll to impress, persuade, or offend someone, you can spend a Hope to add a [[/r d4]] to the roll.</p>"
features,Hobbling_Strike,Mark Stress,effect,Plant a precise strike. Mark Stress. Mark 1 Stress
features,Hold_Them_Off,Spend Hope,effect,<p>Spend 3 Hope when you succeed on an attack with a weapon to use that same roll against two additional adversaries within range of the attack.</p>
features,Honed_Expertise,Roll d6,attack,"<p>When you use an Experience, roll a <strong>d6</strong>. On a result of 5 or higher, you can use it without spending Hope.</p>"
features,Increased_Fortitude,Spend Hope,effect,Lash out with a flash of steel. Spend Hope. Spend 3 Hope
features,Kick,Damage,damage,Spin up a burst of speed. Damage. deal d6 damage
features,Life_Support,Healing,healing,<p><strong>Spend 3 Hope</strong> to clear a Hit Point on an ally within Close range.</p>
features,Long_Tongue,Attack,attack,Barrel in like a raging bull. Attack. Mark 1 Stress to deal d12 damage
features,Loyal_Friend,Rush,effect,"<p>Once per long rest, when the damage from an attack would mark your companion’s last Stress or your last Hit Point and you’re within Close range of each other, you or your companion can rush to the other’s side and take that damage instead.</p>"
features,Loyal_Protector,Mark Stress,effect,"<p>When an ally within Close range has 2 or fewer Hit Points and would take damage, you can <strong>mark a Stress</strong> to sprint to their side and take the damage instead.</p>"
features,Luckbender,Use,effect,Slip in a cutting remark. Use. Spend 3 Hope to range close
features,Luckbringer,Gain Hope,healing,Deliver a clean blow. Gain Hope. deal d6 damage
features,Make_a_Scene,Spend Hope,effect,Lash out with a flash of steel. Spend Hope. Spend 3 Hope
features,Manipulate_Magic,Manipulate,effect,"<p>Your primal origin allows you to modify the essence of magic itself. After you cast a spell or make an attack using a weapon that deals magic damage, you can mark a Stress to do one of the following:</p><ul><li><p>Extend the spell or attack’s reach by one range</p></li><li><p>Gain a +2 bonus to the action roll’s result</p></li><li><p>Double a damage die of your choice</p></li><li><p>Hit an additional target within range</p></li></ul>"
features,Minor_Illusion,Cast,attack,Spin up a burst of speed. Cast. trigger the effect
features,Natural_Evasion,Evade,attack,"<p>You can call forth your element to protect you from harm. When an attack roll against you succeeds, you can <strong>mark a Stress</strong> and describe how you use your element to defend you. When you do, roll a <strong>d6</strong> and add its result to your Evasion against the attack.</p>"
features,Nemesis,Spend Hope,effect,"<p><strong>Spend 2 Hope</strong> to Prioritize an adversary until your next rest. When you make an attack against your Prioritized adversary, you can swap the results of your Hope and Fear Dice. You can only Prioritize one adversary at a time.</p>"
features,No_Mercy,Spend Hope,effect,<p><strong>Spend 3 Hope</strong> to gain a +1 bonus to your attack rolls until your next rest.</p>
features,Nomadic_Pack,Pull Item,effect,Cast a quick feint. Pull Item. Spend 1 Hope
features,Not_This_Time,Spend Hope,effect,<p><strong>Spend 3 Hope</strong> to force an adversary within Far range to reroll an attack or damage roll.</p>
features,Ocean_Master,Restrain,effect,"<p>When you succeed on an attack against a target within Melee range, you can temporarily <em>Restrain</em> them.</p>"
features,Partner_in_Arms,Mark Armor Slot,effect,"<p>When an ally within Very Close range takes damage, you can mark an Armor Slot to reduce the severity by one threshold.</p>"
features,Perfect_Recall,Recall,effect,"<p>Once per rest, when you recall a domain card in your vault, you can reduce its Recall Cost by 1.</p>"
features,Quick_Reactions,Mark Stress,effect,Plant a precise strike. Mark Stress. Mark 1 Stress
features,Rally,Rally your allies!,effect,Let loose a flare of power. Rally Your Allies!. trigger the effect
features,Rally__Level_5_,Rally your Allies,effect,Channel a surge of will. Rally Your Allies. trigger the effect
features,Rampage,Gain Proficiency,effect,"<p>Before you make an attack roll, you can mark a Stress to gain a +1 bonus to your Proficiency for that attack.</p>"
features,Ranger_s_Focus,Spend Hope,effect,"<p>Spend a Hope and make an attack against a target. On a success, deal your attack’s normal damage and temporarily make the attack’s target your Focus. Until this feature ends or you make a different creature your Focus, you gain the following benefits against your Focus:</p><ul><li><p>You know precisely what direction they are in.</p></li><li><p>When you deal damage to them, they must mark a Stress.</p></li><li><p>When you fail an attack against them, you can end your Ranger’s Focus feature to reroll your Duality Dice.</p></li></ul>"
features,Regeneration,Heal a creature,healing,<p>Touch a creature and spend 3 Hope. That creature clears 1d4 Hit Points.</p>
features,Retract,Mark Stress,effect,Plant a precise strike. Mark Stress. trigger the effect
features,Retracting_Claws,Scratch,attack,Cast a quick feint. Scratch. trigger the effect
features,Revenge,Mark Stress,damage,"<p>When an adversary within Melee range succeeds on an attack against you, you can mark 2 Stress to force the attacker to mark a Hit Point.</p>"
features,Rogue_s_Dodge,Spend Hope,effect,"<p><strong>Spend 3 Hope</strong> to gain a +2 bonus to your Evasion until the next time an attack succeeds against you. Otherwise, this bonus lasts until your next rest.</p>"
features,Rousing_Speech,Talk to your allies!,healing,"<p><span style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: var(--color-scrollbar) var(--color-scrollbar-track); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial""><strong>Once per long rest</strong></span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none"">, you can give a heartfelt, inspiring speech. </span><span style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: var(--color-scrollbar) var(--color-scrollbar-track); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial""><strong>All allies</strong></span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> within </span><span style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: var(--color-scrollbar) var(--color-scrollbar-track); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial""><strong>Far</strong></span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> range </span><span style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: var(--color-scrollbar) var(--color-scrollbar-track); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial""><strong>clear 2 Stress</strong></span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""><strong>.</strong></span></p>"
features,Ruthless_Predator,Mark Stress,effect,"<p>When you make a damage roll, you can mark a Stress to gain a +1 bonus to your Proficiency. Additionally, when you deal Severe damage to an adversary, they must mark a Stress.</p>"
features,Shadow_Stepper,Mark Stress,effect,"<p>You can move from shadow to shadow. When you move into an area of darkness or a shadow cast by another creature or object, you can mark a Stress to disappear from where you are and reappear inside another shadow within Far range. When you reappear, you are Cloaked.</p>"
features,Snapping_Strike,Spend Hope,effect,"<p>When you succeed on an attack against a target within Melee range, you can <strong>spend a Hope</strong> to clamp that opponent in your jaws, making them temporarily <em>Restrained</em> and <em>Vulnerable</em>.</p>"
features,Sneak_Attack,Use Sneak Attack,effect,"<p>When you succeed on an attack while Cloaked or while an ally is within Melee range of your target, add a number of d6s equal to your tier to your damage roll.</p><ul><li><p>Level 1 -&gt; Tier 1</p></li><li><p>Levels 2–4 -&gt; Tier 2</p></li><li><p>Levels 5–7 -&gt; Tier 3</p></li><li><p>Levels 8–10 -&gt; Tier 4</p></li></ul>"
features,Sparing_Touch,Clear Hit Points,healing,"<p><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none"">Once per long rest, touch a creature and clear 2 Hit Points or 2 Stress from them.</span></p>"
